Product Name1,SKU,Product Name2,Image URLs,Product Information,product_features,Specifications,Downloads,URL
Tip 150A,32-1330,,,"<div class=""typography"">
	<p>CIGWELD stocks a wide range of quality welding and cutting equipment and accessories, unfortunately at this time we do not have any information on this product, if you would like to learn more about this product, please contact us directly on our customer service line: 1300 654 674</p>
</div>",,,,https://www.cigweld.com.au/product/tip-150a/
"Crown shield cup, standard",32-1326,,,"<div class=""typography"">
	<p>CIGWELD stocks a wide range of quality welding and cutting equipment and accessories, unfortunately at this time we do not have any information on this product, if you would like to learn more about this product, please contact us directly on our customer service line: 1300 654 674</p>
</div>",,,,https://www.cigweld.com.au/product/crown-shield-cup-standard/
"Tip (.156), gouging",32-1514,,,"<div class=""typography"">
	<p>CIGWELD stocks a wide range of quality welding and cutting equipment and accessories, unfortunately at this time we do not have any information on this product, if you would like to learn more about this product, please contact us directly on our customer service line: 1300 654 674</p>
</div>",,,,https://www.cigweld.com.au/product/tip-156-gouging/
"Tip (.125), gouging",32-1513,,,"<div class=""typography"">
	<p>CIGWELD stocks a wide range of quality welding and cutting equipment and accessories, unfortunately at this time we do not have any information on this product, if you would like to learn more about this product, please contact us directly on our customer service line: 1300 654 674</p>
</div>",,,,https://www.cigweld.com.au/product/tip-125-gouging/
"Tip (.110), gouging",32-1512,,,"<div class=""typography"">
	<p>CIGWELD stocks a wide range of quality welding and cutting equipment and accessories, unfortunately at this time we do not have any information on this product, if you would like to learn more about this product, please contact us directly on our customer service line: 1300 654 674</p>
</div>",,,,https://www.cigweld.com.au/product/tip-110-gouging/
"Gas distributor, gouging",32-1509,,,"<div class=""typography"">
	<p>CIGWELD stocks a wide range of quality welding and cutting equipment and accessories, unfortunately at this time we do not have any information on this product, if you would like to learn more about this product, please contact us directly on our customer service line: 1300 654 674</p>
</div>",,,,https://www.cigweld.com.au/product/gas-distributor-gouging/
Circle cutting guide,OTD7/3291,,https://www.cigweld.com.au/wp-content/uploads/2018/02/ProdPhoto_1244_lg_OTD7-3291.jpg.png,"<div class=""typography"">
	<p>CIGWELD stocks a wide range of quality welding and cutting equipment and accessories, unfortunately at this time we do not have any information on this product, if you would like to learn more about this product, please contact us directly on our customer service line: 1300 654 674</p>
</div>",,,,https://www.cigweld.com.au/product/circle-cutting-guide/
Torch Coolant,OTD7/2850,,,"<div class=""typography"">
	<p>3.785 litres of torch coolant.</p>
</div>",,,,https://www.cigweld.com.au/product/torch-coolant/
ProLite Auto-Darkening Welding Helmet – Redback Spider,454343,,"https://www.cigweld.com.au/wp-content/uploads/2019/02/454343-right.jpg,https://www.cigweld.com.au/wp-content/uploads/2019/02/454343-Front.jpg,https://www.cigweld.com.au/wp-content/uploads/2019/02/454343-Side.jpg,https://www.cigweld.com.au/wp-content/uploads/2019/02/454343-Left.jpg","<div class=""typography"">
	<p>This ProLite Welding Helmet with auto darkening shade 9-13 is made for you!</p>
<p>Whether you’ve got your nose to the grindstone or you’re striking an arc, a simple switch allows you to choose between welding and grinding modes. Four sensors detect the arc and darken the lens in 0.2ms. Even at very low amperages, the helmet remains dark which makes it ideal for TIG work as well as more powerful stick and MIG jobs.</p>
<p>The ProLite range is fully compliant with Australian standards, which means you’re buying from a brand you can trust.</p>
<ul>
<li>Australian Standards Compliance</li>
<li>AS/NZS 1337.1 – Helmet Shell.</li>
<li>AS/NZS 1338.1 – Auto-Darkening Filter Lens.</li>
<li>Welding helmet auto darkening shade 9-13</li>
<li>Ultra View Lens (True Colour Lens) with blue light filter</li>
<li>Equipped with Four Arc Sensors</li>
<li>Suitability for low amperage TIG applications</li>
<li>High Impact Rating as for AS/NZS 1337.1</li>
<li>TIG Rating 5 Amps and above for DC and AC TIG welding</li>
<li>Reaction time of 0.2ms!</li>
<li>Welding / Grinding Modes</li>
<li>CIGWELD Magnification Lens Compatibility</li>
<li>Replaceable 2x CR2450 Batteries (With Solar Assist)</li>
<li>Viewing Area of 98 x 55 mm</li>
<li>Conditional 3 Year Limited Warranty!</li>
</ul>
<p>Check out our full range of <a href=""https://www.cigweld.com.au/range/safety/helmets/"">auto-darkening welding helmets</a>!</p>
</div>",,<p><strong>Viewing Area Dimensions</strong><br>98 x 55 mm</p> <p><strong>Filter Lens Dimensions</strong><br>120 x 100 x 18 mm</p> <p><strong>On/Off Control</strong><br>Automatic</p> <p><strong>Operating Temperature</strong><br>-5C to 55C</p> <p><strong>Power Supplies</strong><br>Solar Cells/Battery Back Up</p> <p><strong>Reaction Time</strong><br>0.2ms</p> <p><strong>Sensors</strong><br>4 Optical Sensors</p> <p><strong>Shade</strong><br>Variable 9-13</p> <p><strong>Weight</strong><br>470g</p>,Prolite Helmet Manual (https://www.cigweld.com.au/wp-content/uploads/2022/06/Prolite-Helmet-Manual.pdf),https://www.cigweld.com.au/product/prolite-auto-darkening-welding-helmet-redback-spider/
ProLite Auto-Darkening Welding Helmet – Space,454332,,"https://www.cigweld.com.au/wp-content/uploads/2018/02/454332-right.jpg,https://www.cigweld.com.au/wp-content/uploads/2018/02/454332-left.jpg,https://www.cigweld.com.au/wp-content/uploads/2018/02/454332-side.jpg,https://www.cigweld.com.au/wp-content/uploads/2018/02/454332-front.jpg","<div class=""typography"">
	<p>Whether you’ve got your nose to the grindstone or you’re striking an arc, a simple switch allows you to choose between welding and grinding modes. Four sensors detect the arc and darkens the lens in 0.2ms. Even at very low amperages, the helmet remains dark which makes it ideal for TIG work as well as more powerful stick and MIG jobs.</p>
<p>The ProLite range is fully compliant with Australian standards, which means you’re buying from a brand you can trust.</p>
<ul>
<li>Australian Standards Compliance</li>
<li>AS/NZS 1337.1 – Helmet Shell</li>
<li>AS/NZS 1338.1 – Auto-Darkening Filter Lens.</li>
<li>Auto-Darkening Variable Shade, 9-13 filter lens fitted.</li>
<li>Ultra View Lens (True Colour Lens) with blue light filter</li>
<li>Equipped with Four Arc Sensors</li>
<li>Suitability for low amperage TIG applications</li>
<li>High Impact Rating as for AS/NZS 1337.1</li>
<li>TIG Rating 5 Amps and above for DC and AC TIG welding</li>
<li>Reaction time of 0.2ms!</li>
<li>Welding / Grinding Modes</li>
<li>CIGWELD Magnification Lens Compatibility</li>
<li>Replaceable 2x CR2450 Batteries (With Solar Assist)</li>
<li>Viewing Area of 98 x 55 mm</li>
<li>Conditional 3 Year Limited Warranty!</li>
</ul>
</div>",,<p><strong>Viewing Area Dimensions</strong><br>98 x 55 mm</p> <p><strong>Filter Lens Dimensions</strong><br>120 x 100 x 18 mm</p> <p><strong>On/Off Control</strong><br>Automatic</p> <p><strong>Operating Temperature</strong><br>-5C to 55C</p> <p><strong>Power Supplies</strong><br>Solar Cells/Battery Back Up</p> <p><strong>Reaction Time</strong><br>0.2ms</p> <p><strong>Sensors</strong><br>4 Optical Sensors</p> <p><strong>Shade</strong><br>Variable 9-13</p> <p><strong>Weight</strong><br>470g</p>,CIGWELD Helmet Brochure (https://www.cigweld.com.au/wp-content/uploads/2020/10/CIGWELD-Helmet-Brochure_WEBLR-1.pdf),https://www.cigweld.com.au/product/prolite-auto-darkening-welding-helmet-space/
Torch Cartridge,36-1020,,,"<div class=""typography"">
	<p>CIGWELD stocks a wide range of quality welding and cutting equipment and accessories, unfortunately at this time we do not have any information on this product, if you would like to learn more about this product, please contact us directly on our customer service line: 1300 654 674</p>
</div>",,,,https://www.cigweld.com.au/product/torch-cartridge/
"Shield Cup, 200A, XT-301",35-1018,,,"<div class=""typography"">
	<p>CIGWELD stocks a wide range of quality welding and cutting equipment and accessories, unfortunately at this time we do not have any information on this product, if you would like to learn more about this product, please contact us directly on our customer service line: 1300 654 674</p>
</div>",,,,https://www.cigweld.com.au/product/shield-cup-200a-xt-301/
"Shield Cap, 200A AIR/AIR MS",36-1028,,,"<div class=""typography"">
	<p>CIGWELD stocks a wide range of quality welding and cutting equipment and accessories, unfortunately at this time we do not have any information on this product, if you would like to learn more about this product, please contact us directly on our customer service line: 1300 654 674</p>
</div>",,,,https://www.cigweld.com.au/product/shield-cap-200a-air-air-ms/
"Shield Cap, 100A, Mild Steel",36-1027,,,"<div class=""typography"">
	<p>CIGWELD stocks a wide range of quality welding and cutting equipment and accessories, unfortunately at this time we do not have any information on this product, if you would like to learn more about this product, please contact us directly on our customer service line: 1300 654 674</p>
</div>",,,,https://www.cigweld.com.au/product/shield-cap-100a-mild-steel/
"Shield Cap, 55A, Mild Steel",36-1025,,,"<div class=""typography"">
	<p>CIGWELD stocks a wide range of quality welding and cutting equipment and accessories, unfortunately at this time we do not have any information on this product, if you would like to learn more about this product, please contact us directly on our customer service line: 1300 654 674</p>
</div>",,,,https://www.cigweld.com.au/product/shield-cap-55a-mild-steel/
Cartride 300A Air/Air,36-1022,,,"<div class=""typography"">
	<p>CIGWELD stocks a wide range of quality welding and cutting equipment and accessories, unfortunately at this time we do not have any information on this product, if you would like to learn more about this product, please contact us directly on our customer service line: 1300 654 674</p>
</div>",,,,https://www.cigweld.com.au/product/cartride-300a-air-air/
Shiled Retainer 300A Air/Air,36-1021,,,"<div class=""typography"">
	<p>CIGWELD stocks a wide range of quality welding and cutting equipment and accessories, unfortunately at this time we do not have any information on this product, if you would like to learn more about this product, please contact us directly on our customer service line: 1300 654 674</p>
</div>",,,,https://www.cigweld.com.au/product/shiled-retainer-300a-air-air/
"Gas Distributor, 100A, 02",36-1041,,,"<div class=""typography"">
	<p>CIGWELD stocks a wide range of quality welding and cutting equipment and accessories, unfortunately at this time we do not have any information on this product, if you would like to learn more about this product, please contact us directly on our customer service line: 1300 654 674</p>
</div>",,,,https://www.cigweld.com.au/product/gas-distributor-100a-02/
Shield Cap 200A Stainless Steel,36-1039,,,"<div class=""typography"">
	<p>CIGWELD stocks a wide range of quality welding and cutting equipment and accessories, unfortunately at this time we do not have any information on this product, if you would like to learn more about this product, please contact us directly on our customer service line: 1300 654 674</p>
</div>",,,,https://www.cigweld.com.au/product/shield-cap-200a-stainless-steel/
"Shield Cap, 50A, Stainless Steel",36-1034,,,"<div class=""typography"">
	<p>CIGWELD stocks a wide range of quality welding and cutting equipment and accessories, unfortunately at this time we do not have any information on this product, if you would like to learn more about this product, please contact us directly on our customer service line: 1300 654 674</p>
</div>",,,,https://www.cigweld.com.au/product/shield-cap-50a-stainless-steel/
Spanner,20-Jan,,,"<div class=""typography"">
	<p>CIGWELD stocks a wide range of quality welding and cutting equipment and accessories, unfortunately at this time we do not have any information on this product, if you would like to learn more about this product, please contact us directly on our customer service line: 1300 654 674</p>
</div>",,,,https://www.cigweld.com.au/product/spanner/
"Gas distributor, cutting",32-1315,,,"<div class=""typography"">
	<p>CIGWELD stocks a wide range of quality welding and cutting equipment and accessories, unfortunately at this time we do not have any information on this product, if you would like to learn more about this product, please contact us directly on our customer service line: 1300 654 674</p>
</div>",,,,https://www.cigweld.com.au/product/gas-distributor-cutting/
Electrode multi-gas cutting,32-1311,,,"<div class=""typography"">
	<p>CIGWELD stocks a wide range of quality welding and cutting equipment and accessories, unfortunately at this time we do not have any information on this product, if you would like to learn more about this product, please contact us directly on our customer service line: 1300 654 674</p>
</div>",,,,https://www.cigweld.com.au/product/electrode-multi-gas-cutting/
WeldSkill Auto-Darkening Filter Lens Fixed Shade 11,454306,,,"<div class=""typography"">
	<p>CIGWELD stocks a wide range of quality welding and cutting equipment and accessories, unfortunately at this time we do not have any information on this product, if you would like to learn more about this product, please contact us directly on our customer service line: 1300 654 674</p>
</div>",,,,https://www.cigweld.com.au/product/weldskill-auto-darkening-filter-lens-fixed-shade-11/
Auto Darkening Helmet – WeldSkill – Flaming Skull,454335,,"https://www.cigweld.com.au/wp-content/uploads/2019/02/454335-right.jpg,https://www.cigweld.com.au/wp-content/uploads/2019/02/454335-left.jpg,https://www.cigweld.com.au/wp-content/uploads/2019/02/454335-side.jpg,https://www.cigweld.com.au/wp-content/uploads/2019/02/454335-front.jpg","<div class=""typography"">
	<p>CIGWELD WeldSkill Auto Darkening Helmet is specifically designed for the budget conscious welder and offer excellent comfort and performance. The WeldSkill Auto-Darkening helmet range is fitted with the latest auto-darkening shade lenses and is available in 3 models; one model with a fixed shade 11 lens and 2 other models with a variable shade 9-13 lens. The value for- money WeldSkill welding helmet range provides the personal eye protection required for a solid day’s welding with the latest safety features, comfort and performance.</p>
<ul>
<li>Auto-Darkening Filter Lens Shade 9-13</li>
<li>Variable Shade</li>
<li>Adjustable Sensitivity and Delay Controls</li>
<li>Australian Standards Compliance</li>
<li>Medium Impact</li>
<li>Suitable for use with CIGWELD Magnification Lenses</li>
<li>Grinding and Welding Modes</li>
<li>2 Year Warranty</li>
</ul>
<p>Check out our full range of welding helmets <a href=""https://www.cigweld.com.au/range/safety/helmets/"">here</a>.</p>
</div>",,<p><strong>Filter Lens Dimensions</strong><br>110 x 90 x 9mm</p> <p><strong>On/Off Control</strong><br>Automatic</p> <p><strong>Operating Temperature</strong><br>-5C to 55C</p> <p><strong>Power Supplies</strong><br>Solar Cells/Battery Back Up</p> <p><strong>Reaction Time</strong><br>0.2ms</p> <p><strong>Sensors</strong><br>2 Optical Sensors</p> <p><strong>Shade</strong><br>Variable 9-13</p> <p><strong>Viewing Area Dimensions</strong><br>98 x 43mm</p> <p><strong>Weight</strong><br>530g</p> <p><strong>Warranty</strong><br>2 Year</p>,Weldskill Helmet Manual (https://www.cigweld.com.au/wp-content/uploads/2019/02/Weldskill-Helmet-Manual.pdf),https://www.cigweld.com.au/product/weldskill-auto-darkening-helmet-flaming-skull/
